(1, 92)
(1, 50)
(1, 89)
(1, 83)
(1, 44)
(1, 41)
(1, 74)
(1, 80)
(1, 47)
(1, 77)
(1, 71)
(1, 86)
(1, 191)
(1, 53)
(1, 194)
(1, 170)
(1, 167)
(1, 56)
(1, 176)
(1, 185)
(1, 59)
(1, 158)
(1, 149)
(1, 98)
(1, 128)
(1, 62)
(1, 101)
(1, 113)
(1, 206)
(1, 116)
(1, 95)
(1, 137)
(1, 107)
(1, 152)
(1, 140)
(1, 200)
(1, 143)
(1, 131)
(1, 125)
(1, 197)
(1, 122)
(1, 188)
(1, 134)
(1, 173)
(1, 68)
(1, 182)
(1, 104)
(1, 110)
(1, 203)
(1, 164)
(1, 212)
(1, 119)
(1, 209)
(1, 65)
(1, 215)
(1, 179)
(1, 161)
(1, 155)
(1, 146)
(1, 186)
(1, 183)
(1, 106)
(1, 190)
(1, 55)
(1, 189)
(1, 79)
(1, 199)
(1, 64)
(1, 58)
(1, 208)
(1, 82)
(1, 49)
(1, 181)
(1, 175)
(1, 205)
(1, 154)
(1, 163)
(1, 70)
(1, 145)
(1, 180)
(1, 40)
(1, 196)
(1, 61)
(1, 178)
(1, 166)
(1, 133)
(1, 172)
(1, 148)
(1, 136)
(1, 88)
